meal_id,category,calories_kcal,protein_g,carb_g,fat_g,goal_suitability,diet_type,prep_time,price_range,meal_time_breakfast,meal_time_lunch,meal_time_dinner,meal_time_snack,region_General,region_Hausa/North,region_South-South,region_Southeast/Igbo,region_Yoruba/Southwest,taste_profile_bitter-savory,taste_profile_mild,taste_profile_mild-savory,taste_profile_mild-sweet,taste_profile_savory,taste_profile_savory-mild,taste_profile_savory-smoky,taste_profile_savory-sour,taste_profile_savory-spicy,taste_profile_savory-sweet,taste_profile_smoky-spicy,taste_profile_sour-savory,taste_profile_sour-sweet,taste_profile_spicy,taste_profile_spicy-savory,taste_profile_spicy-smoky,taste_profile_spicy-sweet,taste_profile_sweet,taste_profile_sweet-savory,taste_profile_sweet-sour,taste_profile_sweet-spicy,macro_ratio_protein,macro_ratio_carb,macro_ratio_fat,calorie_density,protein_per_100kcal
116,1,0.156627,0.333333,0.175439,0.2,0,3,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466703,0.389827,0.481439,0,0.489003
117,0,0.325301,0.428571,0.421053,0.25,0,3,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357991,0.53923,0.359093,1,0.376833
118,0,0.313253,0.380952,0.385965,0.3,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323614,0.502574,0.438249,1,0.345308
119,0,0.409639,0.428571,0.491228,0.35,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.301296,0.525844,0.423227,1,0.314516
120,0,0.361446,0.47619,0.421053,0.3,0,3,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37113,0.501133,0.402138,1,0.38563
121,2,0.60241,0.619048,0.701754,0.4,1,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325054,0.556631,0.361115,1,0.328446
122,2,0.60241,0.619048,0.701754,0.45,1,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315155,0.538921,0.393904,1,0.328446
123,0,0.421687,0.428571,0.438596,0.4,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305616,0.475494,0.490539,1,0.307185
124,0,0.289157,0.190476,0.491228,0.2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171346,0.681322,0.309548,1,0.183284
125,0,0.481928,0.47619,0.491228,0.45,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303816,0.474362,0.493717,1,0.305718
126,0,0.313253,0.142857,0.438596,0.35,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12059,0.568575,0.50845,1,0.129032
127,0,0.385542,0.428571,0.403509,0.4,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317675,0.454901,0.50975,1,0.329912
128,0,0.445783,0.47619,0.578947,0.3,1,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312995,0.57918,0.339159,1,0.325513
129,0,0.39759,0.52381,0.421053,0.4,1,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366631,0.447076,0.481439,1,0.393695
130,0,0.433735,0.47619,0.438596,0.45,1,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320014,0.446252,0.520006,1,0.333578
131,0,0.506024,0.47619,0.649123,0.35,1,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.282397,0.584123,0.356926,1,0.293255
132,0,0.385542,0.380952,0.473684,0.35,1,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278258,0.527492,0.439549,1,0.293255
133,0,0.361446,0.428571,0.368421,0.4,0,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330634,0.432661,0.53055,1,0.347507
134,1,0.457831,0.428571,0.491228,0.45,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.278078,0.483011,0.502094,1,0.286657
135,1,0.361446,0.238095,0.508772,0.3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.185565,0.60729,0.402138,1,0.192815
136,3,0.518072,0.619048,0.491228,0.45,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.37581,0.450062,0.469883,1,0.3739
137,3,0.385542,0.238095,0.526316,0.35,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.173866,0.587109,0.439549,1,0.183284
138,3,0.566265,0.52381,0.666667,0.45,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281857,0.54201,0.416438,1,0.293255
139,3,0.626506,0.666667,0.666667,0.45,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343952,0.518534,0.399393,1,0.342375
140,3,0.650602,0.714286,0.666667,0.5,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352952,0.495264,0.424816,2,0.354839
141,3,0.590361,0.571429,0.649123,0.45,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307415,0.527286,0.416438,1,0.308651
142,3,0.493976,0.333333,0.666667,0.35,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204104,0.620675,0.368482,1,0.209677
143,0,0.240964,0.190476,0.421053,0.15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.201404,0.690383,0.272714,0,0.209677
144,0,0.421687,0.428571,0.561404,0.3,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.291937,0.582578,0.351293,1,0.307185
145,0,0.289157,0.238095,0.45614,0.2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219582,0.648373,0.317059,1,0.228739
146,0,0.385542,0.428571,0.45614,0.3,2,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327214,0.532022,0.393904,1,0.329912
147,0,0.361446,0.238095,0.561404,0.2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.191505,0.693266,0.276614,1,0.192815
148,0,0.433735,0.380952,0.526316,0.35,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.262959,0.553336,0.415571,1,0.266862
149,0,0.253012,0.190476,0.473684,0.15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.185745,0.714374,0.251625,0,0.202346
150,0,0.313253,0.190476,0.54386,0.15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.168467,0.741042,0.22808,1,0.172287
151,0,0.192771,0.142857,0.385965,0.15,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164867,0.693472,0.297703,0,0.183284
152,0,0.313253,0.380952,0.385965,0.3,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323614,0.502574,0.438249,1,0.345308
153,0,0.361446,0.285714,0.491228,0.35,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.212743,0.55869,0.448216,1,0.231672
154,0,0.409639,0.285714,0.578947,0.35,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.193665,0.598332,0.40806,1,0.209677
155,0,0.120482,0.285714,0.0,0.35,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474622,0.015651,1.0,0,0.489003
156,0,0.072289,0.285714,0.0,0.25,0,3,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591793,0.026771,0.890365,0,0.628299
157,0,0.457831,0.428571,0.45614,0.45,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287977,0.46458,0.520006,1,0.286657
158,0,0.409639,0.428571,0.45614,0.4,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.300036,0.485173,0.481439,1,0.314516
159,0,0.481928,0.428571,0.614035,0.35,1,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266559,0.580519,0.374549,1,0.274927
160,0,0.253012,0.190476,0.45614,0.15,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.190785,0.706755,0.25827,0,0.202346
161,0,0.481928,0.47619,0.614035,0.4,1,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281138,0.549526,0.406182,1,0.305718
162,3,0.168675,0.714286,0.035088,0.2,0,3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.084741,0.481439,0,1.0
163,3,0.216867,0.666667,0.052632,0.3,0,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.799856,0.101112,0.619096,0,0.789589
164,3,0.192771,0.666667,0.035088,0.25,0,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.892009,0.079695,0.575184,0,0.855572
165,2,0.481928,0.571429,0.140351,0.9,2,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351152,0.120984,0.951177,1,0.366569
166,2,0.313253,0.52381,0.105263,0.55,0,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463103,0.1389,0.836198,1,0.47434
167,2,0.240964,0.428571,0.122807,0.45,0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434845,0.191516,0.785209,0,0.471408
168,2,0.277108,0.47619,0.122807,0.5,0,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444384,0.173703,0.802542,1,0.472874
169,3,0.325301,0.857143,0.070175,0.45,0,3,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7491,0.089374,0.676296,1,0.754399
170,2,0.493976,0.380952,0.649123,0.4,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224982,0.581755,0.406182,1,0.239736
171,1,0.361446,0.380952,0.403509,0.4,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.287977,0.46458,0.520006,1,0.308651
172,2,0.722892,0.666667,0.701754,0.7,2,4,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291217,0.458402,0.526073,2,0.302053
173,2,0.771084,0.714286,0.754386,0.65,2,4,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305976,0.483731,0.478694,2,0.305718
174,2,0.409639,0.428571,0.526316,0.35,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290497,0.542937,0.40806,1,0.314516
175,1,0.53012,0.761905,0.438596,0.5,1,3,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.446544,0.3854,0.503828,1,0.45088
176,1,0.60241,0.809524,0.438596,0.65,2,3,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.423506,0.340918,0.584718,1,0.429619
177,1,0.843373,0.761905,0.789474,0.8,1,5,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.293916,0.453666,0.53055,2,0.300587
178,1,0.240964,0.619048,0.052632,0.4,0,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.668467,0.088035,0.742886,0,0.681085
179,1,0.204819,0.666667,0.035088,0.3,0,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.826134,0.071664,0.639318,0,0.821114
180,1,0.26506,0.619048,0.070175,0.4,0,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.649928,0.113365,0.72223,0,0.63563
181,1,0.26506,0.714286,0.070175,0.35,2,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75522,0.114395,0.636429,0,0.733138
182,1,0.361446,0.333333,0.368421,0.45,1,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25576,0.430292,0.593962,1,0.269795
183,1,0.216867,0.095238,0.315789,0.25,1,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.111591,0.576915,0.503828,0,0.112903
184,1,0.120482,0.095238,0.192982,0.2,1,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.156587,0.507516,0.565217,0,0.162757
185,1,0.313253,0.285714,0.298246,0.45,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24406,0.389209,0.660985,1,0.258798
186,1,0.277108,0.142857,0.333333,0.35,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.139309,0.50175,0.587173,1,0.142229
187,1,0.084337,0.047619,0.175439,0.15,1,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.095932,0.574444,0.520006,0,0.097507
188,1,0.048193,0.071429,0.157895,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.168826,0.61388,0.406182,0,0.183284
189,1,0.108434,0.190476,0.035088,0.35,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316415,0.106157,1.0,0,0.345308
190,1,0.144578,0.238095,0.070175,0.35,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349532,0.170305,0.883576,0,0.366569
191,1,0.096386,0.047619,0.22807,0.15,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082793,0.633134,0.448216,0,0.091642
192,1,0.277108,0.761905,0.052632,0.35,0,3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.805616,0.085564,0.636429,1,0.756598
193,1,0.240964,0.857143,0.0,0.35,0,3,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.932325,0.0,0.654629,0,0.942815
194,1,0.048193,0.142857,0.122807,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.348272,0.50175,0.419327,0,0.366569
195,1,0.036145,0.047619,0.210526,0.025,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11897,0.855334,0.107468,0,0.133431
196,1,0.024096,0.02381,0.192982,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.071994,0.958814,0.0,0,0.073314
197,1,0.0,0.02381,0.140351,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.094672,0.94584,0.0,0,0.091642
198,1,0.036145,0.071429,0.175439,0.025,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198164,0.801586,0.119312,0,0.200147
199,1,0.144578,0.095238,0.22807,0.25,1,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.132109,0.499382,0.596273,0,0.146628
200,1,0.096386,0.0,0.333333,0.0,1,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0.0
201,1,0.26506,0.190476,0.421053,0.25,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.178906,0.609864,0.403727,0,0.195748
202,1,0.216867,0.095238,0.438596,0.15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.103672,0.740733,0.280514,0,0.112903
203,1,0.144578,0.095238,0.298246,0.15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.134629,0.6632,0.364437,0,0.146628
204,1,0.277108,0.142857,0.368421,0.35,1,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.132469,0.526256,0.558284,1,0.142229
205,1,0.361446,0.095238,0.508772,0.35,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.075414,0.617278,0.476383,1,0.076979
206,1,0.457831,0.333333,0.508772,0.5,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211663,0.489498,0.546295,1,0.222874
207,2,0.39759,0.666667,0.438596,0.3,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471022,0.470758,0.364437,1,0.500733
208,2,0.373494,0.571429,0.438596,0.3,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419366,0.490218,0.378593,1,0.45088
209,2,0.819277,0.904762,0.526316,0.9,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37779,0.323002,0.646396,2,0.366569
210,2,0.783133,0.809524,0.526316,0.85,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354752,0.340404,0.640618,2,0.341642
211,2,0.614458,0.761905,0.508772,0.55,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406947,0.406919,0.505272,1,0.397361
212,2,0.590361,0.714286,0.508772,0.5,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399928,0.427924,0.481439,1,0.38563
213,2,0.506024,0.666667,0.491228,0.35,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428906,0.478583,0.38726,1,0.410557
214,2,0.481928,0.666667,0.508772,0.4,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406407,0.468596,0.419327,1,0.427419
215,2,0.771084,0.809524,0.526316,0.85,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354752,0.340404,0.640618,2,0.346041
216,2,0.46988,0.714286,0.473684,0.4,2,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442585,0.442957,0.42626,1,0.467742
217,2,0.86747,0.904762,0.578947,0.85,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37473,0.353995,0.605518,2,0.34824
218,2,0.578313,0.666667,0.54386,0.45,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38031,0.467669,0.441572,1,0.366569
219,2,0.554217,0.619048,0.54386,0.4,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37131,0.493307,0.412682,1,0.352639
220,2,0.650602,0.714286,0.561404,0.55,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37113,0.437397,0.491405,2,0.354839
221,2,0.626506,0.714286,0.561404,0.5,2,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383009,0.452327,0.460927,1,0.366569
222,2,0.698795,0.809524,0.552632,0.7,2,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37779,0.383443,0.561751,2,0.377566
223,2,0.795181,0.809524,0.578947,0.85,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342873,0.362644,0.619096,2,0.33651
224,2,0.590361,0.666667,0.54386,0.5,2,3,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367891,0.4514,0.474505,1,0.359971
225,2,0.626506,0.714286,0.54386,0.55,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37635,0.429572,0.498194,1,0.366569
226,2,0.686747,0.809524,0.54386,0.65,2,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391109,0.391371,0.539939,2,0.383431
227,2,1.0,0.952381,0.666667,1.0,2,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346112,0.356466,0.625018,2,0.322581
228,2,0.963855,0.904762,0.666667,0.95,2,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339453,0.368925,0.612885,2,0.316716
229,2,0.795181,0.761905,0.640351,0.65,2,3,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348092,0.436985,0.510617,2,0.316716
230,2,0.819277,0.809524,0.631579,0.7,2,3,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357811,0.415877,0.532139,2,0.327713
231,2,0.86747,0.904762,0.631579,0.8,2,3,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37167,0.384473,0.565217,2,0.34824
232,2,0.73494,0.714286,0.631579,0.55,2,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351692,0.466742,0.465839,2,0.318915
233,2,0.819277,0.904762,0.596491,0.95,2,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353492,0.342875,0.638307,2,0.366569
234,2,0.795181,0.857143,0.596491,0.9,2,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346472,0.355745,0.62574,2,0.356305
235,2,0.614458,0.714286,0.561404,0.55,2,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37113,0.437397,0.491405,1,0.372434
